"","fraction","units","seg_id","interpreted_qualifiers","site_id","quantitation_limit","data_provider","sample_id","date","value","validator_qualifiers","depth","info_type","parameter"
"5225","total","mg/l","1306-0048","","13-GUNK-40.3",0.005,"AE","13-GUNK-40.3_20181003",2018-10-03,0.052,"A",NA,NA,"phosphorus"
"5226","total","mg/l","1306-0044","","13-PKIL-0.4",0.005,"AE","13-PKIL-0.4_20180710",2018-07-10,0.0544,"A",NA,NA,"phosphorus"
"5227","total","mg/l","1306-0042","","13-WKLEI-0.6",0.005,"AE","13-WKLEI-0.6_20180814",2018-08-14,0.0765,"A",NA,NA,"phosphorus"
"5228","total","mg/l","1306-0038","","13-WALK-22.8",0.025,"AE","13-WALK-22.8_20181002",2018-10-02,0.143,"A",NA,NA,"phosphorus"
"5229","total","mg/l","1306-0047","","13-GUNK-37.7",0.005,"AE","13-GUNK-37.7_20180816",2018-08-16,0.0937,"A",NA,NA,"phosphorus"
"5230","total","mg/l","1306-0038","","13-WALK-29.9",0.05,"AE","13-WALK-29.9_20180815",2018-08-15,0.343,"A",NA,NA,"phosphorus"
"5231","total","mg/l","1306-0038","","13-WALK-22.8",0.012,"AE","13-WALK-22.8_20171012",2017-10-12,0.195,"0",NA,NA,"phosphorus"
"5232","total","mg/l","1306-0068","","13-TINW-0.5",0.005,"AE","13-TINW-0.5_20190814",2019-08-14,0.0595,"A",NA,NA,"phosphorus"
"5233","total","mg/l","1306-0039","","13-SWAK-1.7",0.005,"AE","13-SWAK-1.7_20180905",2018-09-05,0.0538,"A",NA,NA,"phosphorus"
"5234","total","mg/l","1306-0038","","13-WALK-22.8",0.01,"AE","13-WALK-22.8_20180906",2018-09-06,0.125,"A",NA,NA,"phosphorus"
"5235","total","mg/l","1306-0017","","13-WALK-60.1",0.025,"AE","13-WALK-60.1_20180816",2018-08-16,0.115,"A",NA,NA,"phosphorus"
"5236","total","mg/l","1306-0074","","13-MONH-0.4",0.005,"AE","13-MONH-0.4_20181004",2018-10-04,0.0664,"A",NA,NA,"phosphorus"
"5237","total","mg/l","1306-0017","","13-WALK-46.6",0.05,"AE","13-WALK-46.6_20180906",2018-09-06,0.304,"A",NA,NA,"phosphorus"
"5238","total","mg/l","1306-0061","","13-WCHEE-0.6",0.5,"AE","13-WCHEE-0.6_20180906",2018-09-06,1.58,"A",NA,NA,"phosphorus"
"5239","total","mg/l","1306-0037","","13-WALK-0.8",0.025,"AE","13-WALK-0.8_20181003",2018-10-03,0.103,"A",NA,NA,"phosphorus"
"5240","total","mg/l","1306-0038","","13-WALK-22.8",0.025,"AE","13-WALK-22.8_20180724",2018-07-24,0.212,"A",NA,NA,"phosphorus"
"5241","total","mg/l","1306-0045","","13-GUNK-0.4",0.003,"AE","13-GUNK-0.4_20170802",2017-08-02,0.0715,"0",NA,NA,"phosphorus"
"5242","total","mg/l","1306-0038","","13-WALK-29.9",0.015,"AE","13-WALK-29.9_20170802",2017-08-02,0.156,"0",NA,NA,"phosphorus"
"5243","total","mg/l","1306-0038","","13-WALK-29.9",0.015,"AE","13-WALK-29.9_20170907",2017-09-07,0.171,"0",NA,NA,"phosphorus"
"5244","total","mg/l","1306-0039","","13-SWAK-1.7",0.005,"AE","13-SWAK-1.7_20190723",2019-07-23,0.0635,"A",NA,NA,"phosphorus"
"5245","total","mg/l","1306-0027","","13-WALK-2.1",0.05,"AE","13-WALK-2.1_20180710",2018-07-10,0.237,"A",NA,NA,"phosphorus"
"5246","total","mg/l","1306-0027","","13-WALK-2.1",0.025,"AE","13-WALK-2.1_20180905",2018-09-05,0.121,"A",NA,NA,"phosphorus"
"5247","total","mg/l","1306-0027","","13-WALK-2.1",0.05,"AE","13-WALK-2.1_20180816",2018-08-16,0.231,"A",NA,NA,"phosphorus"
"5248","total","mg/l","1306-0068","","13-TINW-0.5",0.005,"AE","13-TINW-0.5_20181002",2018-10-02,0.065,"A",NA,NA,"phosphorus"
"5249","total","mg/l","1306-0068","","13-TINW-0.5",0.005,"AE","13-TINW-0.5_20191015",2019-10-15,0.0452,"A",NA,NA,"phosphorus"
"5250","total","mg/l","1306-0037","","13-WALK-0.8",0.005,"AE","13-WALK-0.8_20180905",2018-09-05,0.0958,"A",NA,NA,"phosphorus"
"5251","total","mg/l","1306-0017","","13-WALK-60.1",0.025,"AE","13-WALK-60.1_20190724",2019-07-24,0.128,"A",NA,NA,"phosphorus"
"5252","total","mg/l","1306-0072","","13-MASO-0.2",0.005,"AE","13-MASO-0.2_20180906",2018-09-06,0.0668,"A",NA,NA,"phosphorus"
"5253","total","mg/l","1306-0042","","13-WKLEI-0.6",0.005,"AE","13-WKLEI-0.6_20180724",2018-07-24,0.0815,"A",NA,NA,"phosphorus"
"5254","total","mg/l","1306-0068","","13-TINW-0.5",0.025,"AE","13-TINW-0.5_20190625",2019-06-25,0.113,"A",NA,NA,"phosphorus"
"5255","total","mg/l","1306-0044","","13-PKIL-0.4",0.005,"AE","13-PKIL-0.4_20180724",2018-07-24,0.0723,"A",NA,NA,"phosphorus"
"5256","total","mg/l","1306-0044","","13-PKIL-0.4",0.005,"AE","13-PKIL-0.4_20180815",2018-08-15,0.0629,"A",NA,NA,"phosphorus"
"5257","total","mg/l","1306-0038","","13-WALK-29.9",0.025,"AE","13-WALK-29.9_20180724",2018-07-24,0.19,"A",NA,NA,"phosphorus"
"5258","total","mg/l","1306-0039","","13-SWAK-1.7",0.005,"AE","13-SWAK-1.7_20180724",2018-07-24,0.0392,"A",NA,NA,"phosphorus"
"5259","total","mg/l","1306-0038","","13-WALK-26.9",0.012,"AE","13-WALK-26.9_20171012",2017-10-12,0.189,"0",NA,NA,"phosphorus"
"5260","total","mg/l","1306-0044","","13-PKIL-0.4",0.005,"AE","13-PKIL-0.4_20181002",2018-10-02,0.0404,"A",NA,NA,"phosphorus"
"5261","total","mg/l","1306-0074","","13-MONH-0.4",0.003,"AE","13-MONH-0.4_20170719",2017-07-19,0.0733,"0",NA,NA,"phosphorus"
"5262","total","mg/l","1306-0074","","13-MONH-0.4",0.005,"AE","13-MONH-0.4_20180906",2018-09-06,0.092,"A",NA,NA,"phosphorus"
"5263","total","mg/l","1306-0017","","13-WALK-60.1",0.025,"AE","13-WALK-60.1_20181003",2018-10-03,0.119,"A",NA,NA,"phosphorus"
"5264","total","mg/l","1306-0068","","13-TINW-0.5",0.01,"AE","13-TINW-0.5_20180906",2018-09-06,0.101,"A",NA,NA,"phosphorus"
"5265","total","mg/l","1306-0038","","13-WALK-22.8",0.015,"AE","13-WALK-22.8_20170907",2017-09-07,0.161,"0",NA,NA,"phosphorus"
"5266","total","mg/l","1306-0039","","13-SWAK-1.7",0.005,"AE","13-SWAK-1.7_20191015",2019-10-15,0.0228,"A",NA,NA,"phosphorus"
"5267","total","mg/l","1306-0061","","13-WCHEE-0.6",0.05,"AE","13-WCHEE-0.6_20180815",2018-08-15,0.372,"A",NA,NA,"phosphorus"
"5268","total","mg/l","1306-0045","","13-WALK-19.0",0.003,"AE","13-WALK-19.0_20170920",2017-09-20,0.133,"0",NA,NA,"phosphorus"
"5269","total","mg/l","1306-0038","","13-WALK-29.9",0.012,"AE","13-WALK-29.9_20171011",2017-10-11,0.179,"0",NA,NA,"phosphorus"
"5270","total","mg/l","1306-0047","","13-GUNK-37.7",0.005,"AE","13-GUNK-37.7_20181003",2018-10-03,0.0677,"A",NA,NA,"phosphorus"
"5271","total","mg/l","1306-0027","","13-WALK-2.1",0.025,"AE","13-WALK-2.1_20180724",2018-07-24,0.132,"A",NA,NA,"phosphorus"
"5272","total","mg/l","1306-0006","","13-RUTG-1.5",0.025,"AE","13-RUTG-1.5_20180724",2018-07-24,0.15,"A",NA,NA,"phosphorus"
"5273","total","mg/l","1306-0038","","13-WALK-29.9",0.025,"AE","13-WALK-29.9_20181002",2018-10-02,0.141,"A",NA,NA,"phosphorus"
"5274","total","mg/l","1306-0027","","13-WALK-2.1",0.025,"AE","13-WALK-2.1_20181003",2018-10-03,0.144,"A",NA,NA,"phosphorus"
"5275","total","mg/l","1306-0061","","13-WCHEE-0.6",0.5,"AE","13-WCHEE-0.6_20180711",2018-07-11,2.68,"A",NA,NA,"phosphorus"
"5276","total","mg/l","1306-0074","","13-MONH-0.4",0.005,"AE","13-MONH-0.4_20180711",2018-07-11,0.0928,"A",NA,NA,"phosphorus"
"5277","total","mg/l","1306-0072","","13-MASO-0.2",0.005,"AE","13-MASO-0.2_20180815",2018-08-15,0.0718,"A",NA,NA,"phosphorus"
"5278","total","mg/l","1306-0078","","13-POCH-1.8",0.01,"AE","13-POCH-1.8_20180905",2018-09-05,0.109,"A",NA,NA,"phosphorus"
"5279","total","mg/l","1306-0078","","13-POCH-1.8",0.025,"AE","13-POCH-1.8_20190625",2019-06-25,0.109,"A",NA,NA,"phosphorus"
"5280","total","mg/l","1306-0061","","13-RIOG-0.7",0.5,"AE","13-RIOG-0.7_20180906",2018-09-06,1.64,"A",NA,NA,"phosphorus"
"5281","total","mg/l","1306-0006","","13-RUTG-1.5",0.005,"AE","13-RUTG-1.5_20180711",2018-07-11,0.0723,"A",NA,NA,"phosphorus"
"5282","total","mg/l","1306-0038","","13-WALK-44.4",0.025,"AE","13-WALK-44.4_20181004",2018-10-04,0.191,"A",NA,NA,"phosphorus"
"5283","total","mg/l","1306-0038","","13-WALK-26.9",0.01,"AE","13-WALK-26.9_20181002",2018-10-02,0.087,"A",NA,NA,"phosphorus"
"5284","total","mg/l","1306-0068","","13-TINW-0.5",0.025,"AE","13-TINW-0.5_20180815",2018-08-15,0.139,"A",NA,NA,"phosphorus"
"5285","total","mg/l","1306-0038","","13-WALK-22.8",0.05,"AE","13-WALK-22.8_20180815",2018-08-15,0.315,"A",NA,NA,"phosphorus"
"5286","total","mg/l","1306-0044","","13-PKIL-0.4",0.005,"AE","13-PKIL-0.4_20190917",2019-09-17,0.057,"A",NA,NA,"phosphorus"
"5287","total","mg/l","1306-0047","","13-GUNK-37.7",0.1,"AE","13-GUNK-37.7_20180711",2018-07-11,0.82,"A",NA,NA,"phosphorus"
"5288","total","mg/l","1306-0027","","13-WALK-2.1",0.03,"AE","13-WALK-2.1_20170920",2017-09-20,0.117,"0",NA,NA,"phosphorus"
"5289","total","mg/l","1306-0074","","13-MONH-0.4",0.003,"AE","13-MONH-0.4_20170919",2017-09-19,0.0759,"0",NA,NA,"phosphorus"
"5290","total","mg/l","1306-0061","","13-WCHEE-0.6",0.3,"AE","13-WCHEE-0.6_20170801",2017-08-01,2.36,"0",NA,NA,"phosphorus"
"5291","total","mg/l","1306-0017","","13-WALK-60.1",0.005,"AE","13-WALK-60.1_20191016",2019-10-16,0.0537,"A",NA,NA,"phosphorus"
"5292","total","mg/l","1306-0039","","13-SWAK-1.7",0.005,"AE","13-SWAK-1.7_20190917",2019-09-17,0.0351,"A",NA,NA,"phosphorus"
"5293","total","mg/l","1306-0038","","13-WALK-26.9",0.05,"AE","13-WALK-26.9_20180710",2018-07-10,0.199,"A",NA,NA,"phosphorus"
"5294","total","mg/l","1306-0038","","13-WALK-22.8",0.025,"AE","13-WALK-22.8_20180710",2018-07-10,0.165,"A",NA,NA,"phosphorus"
"5295","total","mg/l","1306-0062","","13-DWAR-2.0",0.005,"AE","13-DWAR-2.0_20190814",2019-08-14,0.0992,"A",NA,NA,"phosphorus"
"5296","total","mg/l","1306-0078","","13-POCH-1.8",0.025,"AE","13-POCH-1.8_20180724",2018-07-24,0.113,"A",NA,NA,"phosphorus"
"5297","total","mg/l","1306-0044","","13-PKIL-0.4",0.005,"AE","13-PKIL-0.4_20180906",2018-09-06,0.0667,"A",NA,NA,"phosphorus"
"5298","total","mg/l","1306-0078","","13-POCH-1.8",0.025,"AE","13-POCH-1.8_20190724",2019-07-24,0.17,"A",NA,NA,"phosphorus"
"5299","total","mg/l","1306-0062","","13-DWAR-2.0",0.025,"AE","13-DWAR-2.0_20180724",2018-07-24,0.123,"A",NA,NA,"phosphorus"
"5300","total","mg/l","1306-0038","","13-WALK-26.9",0.012,"AE","13-WALK-26.9_20170720",2017-07-20,0.171,"0",NA,NA,"phosphorus"
"5301","total","mg/l","1306-0042","","13-WKLEI-0.6",0.003,"AE","13-WKLEI-0.6_20171012",2017-10-12,0.065,"0",NA,NA,"phosphorus"
"5302","total","mg/l","1306-0042","","13-WKLEI-0.6",0.003,"AE","13-WKLEI-0.6_20170920",2017-09-20,0.0996,"0",NA,NA,"phosphorus"
"5303","total","mg/l","1306-0047","","13-GUNK_T35-0.2",0.05,"AE","13-GUNK_T35-0.2_20180711",2018-07-11,0.193,"A",NA,NA,"phosphorus"
"5304","total","mg/l","1306-0078","","13-POCH-1.8",0.025,"AE","13-POCH-1.8_20181003",2018-10-03,0.152,"A",NA,NA,"phosphorus"
"5305","total","mg/l","1306-0042","","13-WKLEI-0.6",0.003,"AE","13-WKLEI-0.6_20170907",2017-09-07,0.0686,"0",NA,NA,"phosphorus"
"5306","total","mg/l","1306-0017","","13-WALK-46.6",0.05,"AE","13-WALK-46.6_20180815",2018-08-15,0.257,"A",NA,NA,"phosphorus"
"5307","total","mg/l","1306-0006","","13-RUTG-1.5",0.005,"AE","13-RUTG-1.5_20190625",2019-06-25,0.0813,"A",NA,NA,"phosphorus"
"5308","total","mg/l","1306-0061","","13-WCHEE-0.6",0.025,"AE","13-WCHEE-0.6_20181004",2018-10-04,0.238,"A",NA,NA,"phosphorus"
"5309","total","mg/l","1306-0038","","13-WALK-22.8",0.03,"AE","13-WALK-22.8_20170920",2017-09-20,0.166,"0",NA,NA,"phosphorus"
"5310","total","mg/l","1306-0068","","13-TINW-0.5",0.025,"AE","13-TINW-0.5_20190724",2019-07-24,0.127,"A",NA,NA,"phosphorus"
"5311","total","mg/l","1306-0062","","13-DWAR-2.0",0.005,"AE","13-DWAR-2.0_20190917",2019-09-17,0.0653,"A",NA,NA,"phosphorus"
"5312","total","mg/l","1306-0078","","13-POCH-1.8",0.025,"AE","13-POCH-1.8_20180814",2018-08-14,0.156,"A",NA,NA,"phosphorus"
"5313","total","mg/l","1306-0047","","13-GUNK-37.7",0.025,"AE","13-GUNK-37.7_20180905",2018-09-05,0.145,"A",NA,NA,"phosphorus"
"5314","total","mg/l","1306-0061","","13-WCHEE-0.6",0.12,"AE","13-WCHEE-0.6_20170719",2017-07-19,2.58,"0",NA,NA,"phosphorus"
"5315","total","mg/l","1306-0074","","13-MONH-0.4",0.003,"AE","13-MONH-0.4_20170906",2017-09-06,0.0616,"0",NA,NA,"phosphorus"
"5316","total","mg/l","1306-0047","","13-GUNK_T35-0.2",0.005,"AE","13-GUNK_T35-0.2_20181003",2018-10-03,0.0643,"A",NA,NA,"phosphorus"
"5317","total","mg/l","1306-0044","","13-PKIL-0.4",0.025,"AE","13-PKIL-0.4_20190723",2019-07-23,0.114,"A",NA,NA,"phosphorus"
"5318","total","mg/l","1306-0047","","13-GUNK_T35-0.2",0.005,"AE","13-GUNK_T35-0.2_20180905",2018-09-05,0.0851,"A",NA,NA,"phosphorus"
"5319","total","mg/l","1306-0078","","13-POCH-1.8",0.005,"AE","13-POCH-1.8_20191016",2019-10-16,0.0898,"A",NA,NA,"phosphorus"
"5320","total","mg/l","1306-0042","","13-WKLEI-0.6",0.003,"AE","13-WKLEI-0.6_20170720",2017-07-20,0.0929,"0",NA,NA,"phosphorus"
"5321","total","mg/l","1306-0039","","13-SWAK-1.7",0.005,"AE","13-SWAK-1.7_20181003",2018-10-03,0.0278,"A",NA,NA,"phosphorus"
"5322","total","mg/l","1306-0017","","13-WALK-60.1",0.003,"AE","13-WALK-60.1_20171011",2017-10-11,0.066,"0",NA,NA,"phosphorus"
"5323","total","mg/l","1306-0045","","13-GUNK-0.4",0.005,"AE","13-GUNK-0.4_20180724",2018-07-24,0.0728,"A",NA,NA,"phosphorus"
"5324","total","mg/l","1306-0006","","13-RUTG-1.5",0.005,"AE","13-RUTG-1.5_20190815",2019-08-15,0.0506,"A",NA,NA,"phosphorus"
"5325","total","mg/l","1306-0045","","13-WALK-19.0",0.012,"AE","13-WALK-19.0_20171012",2017-10-12,0.185,"0",NA,NA,"phosphorus"
"5326","total","mg/l","1306-0045","","13-WALK-19.0",0.012,"AE","13-WALK-19.0_20170720",2017-07-20,0.143,"0",NA,NA,"phosphorus"
"5327","total","mg/l","1306-0062","","13-DWAR-2.0",0.025,"AE","13-DWAR-2.0_20190626",2019-06-26,0.118,"A",NA,NA,"phosphorus"
"5328","total","mg/l","1306-0038","","13-WALK-26.9",0.015,"AE","13-WALK-26.9_20170907",2017-09-07,0.165,"0",NA,NA,"phosphorus"
"5329","total","mg/l","1306-0038","","13-WALK-26.9",0.015,"AE","13-WALK-26.9_20170802",2017-08-02,0.151,"0",NA,NA,"phosphorus"
"5330","total","mg/l","1306-0045","","13-WALK-19.0",0.025,"AE","13-WALK-19.0_20190723",2019-07-23,0.302,"A",NA,NA,"phosphorus"
"5331","total","mg/l","1306-0061","","13-WCHEE-0.6",0.3,"AE","13-WCHEE-0.6_20171011",2017-10-11,2.37,"0",NA,NA,"phosphorus"
"5332","total","mg/l","1306-0017","","13-WALK-60.1",0.005,"AE","13-WALK-60.1_20190918",2019-09-18,0.0523,"A",NA,NA,"phosphorus"
"5333","total","mg/l","1306-0038","","13-WALK-26.9",0.03,"AE","13-WALK-26.9_20170920",2017-09-20,0.188,"0",NA,NA,"phosphorus"
"5334","total","mg/l","1306-0038","","13-WALK-44.4",0.025,"AE","13-WALK-44.4_20180906",2018-09-06,0.139,"A",NA,NA,"phosphorus"
"5335","total","mg/l","1306-0025","","13-QKER-0.9",0.03,"AE","13-QKER-0.9_20170919",2017-09-19,0.555,"0",NA,NA,"phosphorus"
"5336","total","mg/l","1306-0062","","13-DWAR-2.0",0.005,"AE","13-DWAR-2.0_20180906",2018-09-06,0.095,"A",NA,NA,"phosphorus"
"5337","total","mg/l","1306-0025","","13-QKER-0.9",0.03,"AE","13-QKER-0.9_20171011",2017-10-11,0.638,"0",NA,NA,"phosphorus"
"5338","total","mg/l","1306-0006","","13-RUTG-1.5",0.005,"AE","13-RUTG-1.5_20180905",2018-09-05,0.0715,"A",NA,NA,"phosphorus"
"5339","total","mg/l","1306-0006","","13-RUTG-1.5",0.005,"AE","13-RUTG-1.5_20190918",2019-09-18,0.0427,"A",NA,NA,"phosphorus"
"5340","total","mg/l","1306-0006","","13-RUTG-1.5",0.005,"AE","13-RUTG-1.5_20191016",2019-10-16,0.0436,"A",NA,NA,"phosphorus"
"5341","total","mg/l","1306-0006","","13-RUTG-1.5",0.025,"AE","13-RUTG-1.5_20180814",2018-08-14,0.168,"A",NA,NA,"phosphorus"
"5342","total","mg/l","1306-0006","","13-RUTG-1.5",0.025,"AE","13-RUTG-1.5_20181003",2018-10-03,0.118,"A",NA,NA,"phosphorus"
"5343","total","mg/l","1306-0078","","13-POCH-1.8",0.025,"AE","13-POCH-1.8_20190815",2019-08-15,0.117,"A",NA,NA,"phosphorus"
"5344","total","mg/l","1306-0042","","13-WKLEI-0.6",0.003,"AE","13-WKLEI-0.6_20170802",2017-08-02,0.0751,"0",NA,NA,"phosphorus"
"5345","total","mg/l","1306-0045","","13-WALK-19.0",0.025,"AE","13-WALK-19.0_20180724",2018-07-24,0.156,"A",NA,NA,"phosphorus"
"5346","total","mg/l","1306-0038","","13-WALK-44.4",0.005,"AE","13-WALK-44.4_20191015",2019-10-15,0.233,"A",NA,NA,"phosphorus"
"5347","total","mg/l","1306-0045","","13-GUNK-0.4",0.003,"AE","13-GUNK-0.4_20170720",2017-07-20,0.0676,"0",NA,NA,"phosphorus"
"5348","total","mg/l","1306-0017","","13-WALK-60.1",0.003,"AE","13-WALK-60.1_20170919",2017-09-19,0.0489,"0",NA,NA,"phosphorus"
"5349","total","mg/l","1306-0045","","13-GUNK-0.4",0.003,"AE","13-GUNK-0.4_20170907",2017-09-07,0.0744,"0",NA,NA,"phosphorus"
"5350","total","mg/l","1306-0038","","13-WALK-35.6",0.05,"AE","13-WALK-35.6_20180711",2018-07-11,0.205,"A",NA,NA,"phosphorus"
"5351","total","mg/l","1306-0045","","13-WALK-19.0",0.005,"AE","13-WALK-19.0_20191015",2019-10-15,0.201,"A",NA,NA,"phosphorus"
"5352","total","mg/l","1306-0027","","13-WALK-9.8",0.025,"AE","13-WALK-9.8_20190814",2019-08-14,0.139,"A",NA,NA,"phosphorus"
"5353","total","mg/l","1306-0062","","13-DWAR-2.0",0.005,"AE","13-DWAR-2.0_20191015",2019-10-15,0.0608,"A",NA,NA,"phosphorus"
"5354","total","mg/l","1306-0045","","13-WALK-19.0",0.015,"AE","13-WALK-19.0_20170907",2017-09-07,0.148,"0",NA,NA,"phosphorus"
"5355","total","mg/l","1306-0045","","13-WALK-19.0",0.025,"AE","13-WALK-19.0_20180710",2018-07-10,0.14,"A",NA,NA,"phosphorus"
"5356","total","mg/l","1306-0038","","13-WALK-35.6",0.012,"AE","13-WALK-35.6_20171011",2017-10-11,0.186,"0",NA,NA,"phosphorus"
"5357","total","mg/l","1306-0078","","13-POCH-1.8",0.025,"AE","13-POCH-1.8_20190918",2019-09-18,0.125,"A",NA,NA,"phosphorus"
"5358","total","mg/l","1306-0061","","13-WCHEE-0.6",0.3,"AE","13-WCHEE-0.6_20170919",2017-09-19,2.88,"0",NA,NA,"phosphorus"
"5359","total","mg/l","1306-0047","","13-GUNK_T35-0.2",0.005,"AE","13-GUNK_T35-0.2_20180816",2018-08-16,0.0872,"A",NA,NA,"phosphorus"
"5360","total","mg/l","1306-0038","","13-WALK-44.4",0.025,"AE","13-WALK-44.4_20190724",2019-07-24,0.288,"A",NA,NA,"phosphorus"
"5361","total","mg/l","1306-0038","","13-WALK-26.9",0.025,"AE","13-WALK-26.9_20180906",2018-09-06,0.179,"A",NA,NA,"phosphorus"
"5362","total","mg/l","1306-0062","","13-DWAR-2.0",0.005,"AE","13-DWAR-2.0_20180710",2018-07-10,0.0965,"A",NA,NA,"phosphorus"
"5363","total","mg/l","1306-0045","","13-WALK-19.0",0.05,"AE","13-WALK-19.0_20180815",2018-08-15,0.319,"A",NA,NA,"phosphorus"
"5364","total","mg/l","1306-0017","","13-WALK-46.6",0.006,"AE","13-WALK-46.6_20171011",2017-10-11,0.122,"0",NA,NA,"phosphorus"
"5365","total","mg/l","1306-0038","","13-WALK-44.4",0.05,"AE","13-WALK-44.4_20190626",2019-06-26,0.218,"A",NA,NA,"phosphorus"
"5366","total","mg/l","1306-0042","","13-WKLEI-0.6",0.005,"AE","13-WKLEI-0.6_20180905",2018-09-05,0.0396,"A",NA,NA,"phosphorus"
"5367","total","mg/l","1306-0042","","13-WKLEI-0.6",0.005,"AE","13-WKLEI-0.6_20181003",2018-10-03,0.0364,"A",NA,NA,"phosphorus"
"5368","total","mg/l","1306-0042","","13-WKLEI-0.6",0.05,"AE","13-WKLEI-0.6_20180710",2018-07-10,0.222,"A",NA,NA,"phosphorus"
"5369","total","mg/l","1306-0045","","13-GUNK-0.4",0.005,"AE","13-GUNK-0.4_20181002",2018-10-02,0.0375,"A",NA,NA,"phosphorus"
"5370","total","mg/l","1306-0062","","13-DWAR-2.0",0.025,"AE","13-DWAR-2.0_20190724",2019-07-24,0.108,"A",NA,NA,"phosphorus"
"5371","total","mg/l","1306-0025","","13-QKER-0.9",0.1,"AE","13-QKER-0.9_20180724",2018-07-24,0.44,"A",NA,NA,"phosphorus"
"5372","total","mg/l","1306-0025","","13-QKER-0.9",0.2,"AE","13-QKER-0.9_20180814",2018-08-14,0.76,"A",NA,NA,"phosphorus"
"5373","total","mg/l","1306-0038","","13-WALK-35.6",0.015,"AE","13-WALK-35.6_20170906",2017-09-06,0.183,"0",NA,NA,"phosphorus"
"5374","total","mg/l","1306-0045","","13-GUNK-0.4",0.003,"AE","13-GUNK-0.4_20171012",2017-10-12,0.0868,"0",NA,NA,"phosphorus"
"5375","total","mg/l","1306-0072","","13-MASO-0.2",0.005,"AE","13-MASO-0.2_20180725",2018-07-25,0.0735,"A",NA,NA,"phosphorus"
"5376","total","mg/l","1306-0044","","13-PKIL-0.4",0.005,"AE","13-PKIL-0.4_20190626",2019-06-26,0.0658,"A",NA,NA,"phosphorus"
"5377","total","mg/l","1306-0027","","13-WALK-9.8",0.025,"AE","13-WALK-9.8_20180710",2018-07-10,0.144,"A",NA,NA,"phosphorus"
"5378","total","mg/l","1306-0027","","13-WALK-9.8",0.025,"AE","13-WALK-9.8_20190723",2019-07-23,0.156,"A",NA,NA,"phosphorus"
"5379","total","mg/l","1306-0025","","13-QKER-0.9",0.03,"AE","13-QKER-0.9_20170906",2017-09-06,0.601,"0",NA,NA,"phosphorus"
"5380","total","mg/l","1306-0045","","13-WALK-19.0",0.01,"AE","13-WALK-19.0_20180906",2018-09-06,0.104,"A",NA,NA,"phosphorus"
"5381","total","mg/l","1306-0027","","13-WALK-9.8",0.025,"AE","13-WALK-9.8_20181003",2018-10-03,0.137,"A",NA,NA,"phosphorus"
"5382","total","mg/l","1306-0025","","13-QKER-0.9",0.05,"AE","13-QKER-0.9_20180905",2018-09-05,0.284,"A",NA,NA,"phosphorus"
"5383","total","mg/l","1306-0047","","13-GUNK_T35-0.2",0.005,"AE","13-GUNK_T35-0.2_20180725",2018-07-25,0.0987,"A",NA,NA,"phosphorus"
"5384","total","mg/l","1306-0017","","13-WALK-60.1",0.005,"AE","13-WALK-60.1_20190815",2019-08-15,0.068,"A",NA,NA,"phosphorus"
"5385","total","mg/l","1306-0017","","13-WALK-60.1",0.005,"AE","13-WALK-60.1_20180905",2018-09-05,0.0586,"A",NA,NA,"phosphorus"
"5386","total","mg/l","1306-0017","","13-WALK-46.6",0.025,"AE","13-WALK-46.6_20181004",2018-10-04,0.185,"A",NA,NA,"phosphorus"
"5387","total","mg/l","1306-0045","","13-WALK-19.0",0.025,"AE","13-WALK-19.0_20190917",2019-09-17,0.205,"A",NA,NA,"phosphorus"
"5388","total","mg/l","1306-0038","","13-WALK-26.9",0.025,"AE","13-WALK-26.9_20180815",2018-08-15,0.168,"A",NA,NA,"phosphorus"
"5389","total","mg/l","1306-0038","","13-WALK-26.9",0.025,"AE","13-WALK-26.9_20180724",2018-07-24,0.169,"A",NA,NA,"phosphorus"
"5390","total","mg/l","1306-0061","","13-RIOG-0.7",0.5,"AE","13-RIOG-0.7_20180725",2018-07-25,1,"A",NA,NA,"phosphorus"
"5391","total","mg/l","1306-0017","","13-WALK-46.6",0.005,"AE","13-WALK-46.6_20180711",2018-07-11,0.0914,"A",NA,NA,"phosphorus"
"5392","total","mg/l","1306-0017","","13-WALK-60.1",0.003,"AE","13-WALK-60.1_20170906",2017-09-06,0.0613,"0",NA,NA,"phosphorus"
"5393","total","mg/l","1306-0045","","13-GUNK-0.4",0.005,"AE","13-GUNK-0.4_20180815",2018-08-15,0.0724,"A",NA,NA,"phosphorus"
"5394","total","mg/l","1306-0045","","13-GUNK-0.4",0.005,"AE","13-GUNK-0.4_20180906",2018-09-06,0.0664,"A",NA,NA,"phosphorus"
"5395","total","mg/l","1306-0017","","13-WALK-60.1",0.003,"AE","13-WALK-60.1_20170801",2017-08-01,0.0779,"0",NA,NA,"phosphorus"
"5396","total","mg/l","1306-0025","","13-QKER-0.9",0.1,"AE","13-QKER-0.9_20180711",2018-07-11,0.6,"A",NA,NA,"phosphorus"
"5397","total","mg/l","1306-0027","","13-WALK-9.8",0.025,"AE","13-WALK-9.8_20190917",2019-09-17,0.204,"A",NA,NA,"phosphorus"
"5398","total","mg/l","1306-0059","","13-LGUN-6.0",0.005,"AE","13-LGUN-6.0_20180711",2018-07-11,0.0413,"A",NA,NA,"phosphorus"
"5399","total","mg/l","1306-0027","","13-WALK-9.8",0.05,"AE","13-WALK-9.8_20180816",2018-08-16,0.223,"A",NA,NA,"phosphorus"
