"","parameter","fraction","units","class","class_type","trout_class","spatial_extent","sampling_period","sampling_period_units","type","use","water_type","standard_type","narrative","wqs_threshold","wqs_threshold_formula","wqs_threshold_x_column","wqs_threshold_y_column","statistic","min_n","block","direction","threshold","threshold_units","summarize_rows","summarize_rows_operator","wqs_75p_threshold_formula","wqs_75p_threshold"
"1824","mercury","dissolved","ug/l","a-special","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","flow","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,0.014
"1825","mercury","dissolved","ug/l","a-special(t)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","flow","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,0.014
"1826","mercury","dissolved","ug/l","a-special(ts)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","flow","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,0.014
"1827","mercury","dissolved","ug/l","aa","fresh","all","nys","january-december","months","aquatic_acute","fishing","flow","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,0.014
"1828","mercury","dissolved","ug/l","aa(t)","fresh","all","nys","january-december","months","aquatic_acute","fishing","flow","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,0.014
"1829","mercury","dissolved","ug/l","aa(ts)","fresh","all","nys","january-december","months","aquatic_acute","fishing","flow","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,0.014
"1830","mercury","dissolved","ug/l","aa","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","flow","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,0.014
"1831","mercury","dissolved","ug/l","aa(t)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","flow","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,0.014
"1832","mercury","dissolved","ug/l","aa(ts)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","flow","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,0.014
"1833","mercury","dissolved","ug/l","aa-special","fresh","all","nys","january-december","months","aquatic_acute","fishing","flow","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,0.014
"1834","mercury","dissolved","ug/l","aa-special(t)","fresh","all","nys","january-december","months","aquatic_acute","fishing","flow","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,0.014
"1835","mercury","dissolved","ug/l","aa-special(ts)","fresh","all","nys","january-december","months","aquatic_acute","fishing","flow","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,0.014
"1836","mercury","dissolved","ug/l","aa-special","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","flow","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,0.014
"1837","mercury","dissolved","ug/l","aa-special(t)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","flow","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,0.014
"1838","mercury","dissolved","ug/l","aa-special(ts)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","flow","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,0.014
"1839","mercury","dissolved","ug/l","d","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1840","mercury","dissolved","ug/l","d","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1841","mercury","dissolved","ug/l","c","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1842","mercury","dissolved","ug/l","c(t)","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1843","mercury","dissolved","ug/l","c(ts)","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1844","mercury","dissolved","ug/l","c","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1845","mercury","dissolved","ug/l","c(t)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1846","mercury","dissolved","ug/l","c(ts)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1847","mercury","dissolved","ug/l","b","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1848","mercury","dissolved","ug/l","b(t)","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1849","mercury","dissolved","ug/l","b(ts)","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1850","mercury","dissolved","ug/l","b","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1851","mercury","dissolved","ug/l","b(t)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1852","mercury","dissolved","ug/l","b(ts)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1853","mercury","dissolved","ug/l","a","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1854","mercury","dissolved","ug/l","a(t)","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1855","mercury","dissolved","ug/l","a(ts)","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1856","mercury","dissolved","ug/l","a","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1857","mercury","dissolved","ug/l","a(t)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1858","mercury","dissolved","ug/l","a(ts)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1859","mercury","dissolved","ug/l","a-special","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1860","mercury","dissolved","ug/l","a-special(t)","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1861","mercury","dissolved","ug/l","a-special(ts)","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1862","mercury","dissolved","ug/l","a-special","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1863","mercury","dissolved","ug/l","a-special(t)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1864","mercury","dissolved","ug/l","a-special(ts)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1865","mercury","dissolved","ug/l","aa","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1866","mercury","dissolved","ug/l","aa(t)","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1867","mercury","dissolved","ug/l","aa(ts)","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1868","mercury","dissolved","ug/l","aa","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1869","mercury","dissolved","ug/l","aa(t)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1870","mercury","dissolved","ug/l","aa(ts)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1871","mercury","dissolved","ug/l","aa-special","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1872","mercury","dissolved","ug/l","aa-special(t)","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1873","mercury","dissolved","ug/l","aa-special(ts)","fresh","all","nys","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1874","mercury","dissolved","ug/l","aa-special","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1875","mercury","dissolved","ug/l","aa-special(t)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1876","mercury","dissolved","ug/l","aa-special(ts)","fresh","all","great_lakes","january-december","months","aquatic_acute","fishing","pond","water_quality_standard","1.4 ug/L","none",NA,"none","none","none",1,"single","<=",1.4,"ug/l",FALSE,NA,NA,NA
"1877","mercury","dissolved","ug/l","c","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1878","mercury","dissolved","ug/l","c(t)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1879","mercury","dissolved","ug/l","c(ts)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1880","mercury","dissolved","ug/l","c","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1881","mercury","dissolved","ug/l","c(t)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1882","mercury","dissolved","ug/l","c(ts)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1883","mercury","dissolved","ug/l","b","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1884","mercury","dissolved","ug/l","b(t)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1885","mercury","dissolved","ug/l","b(ts)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1886","mercury","dissolved","ug/l","b","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1887","mercury","dissolved","ug/l","b(t)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1888","mercury","dissolved","ug/l","b(ts)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1889","mercury","dissolved","ug/l","a","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1890","mercury","dissolved","ug/l","a(t)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1891","mercury","dissolved","ug/l","a(ts)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1892","mercury","dissolved","ug/l","a","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1893","mercury","dissolved","ug/l","a(t)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1894","mercury","dissolved","ug/l","a(ts)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1895","mercury","dissolved","ug/l","a-special","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1896","mercury","dissolved","ug/l","a-special(t)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1897","mercury","dissolved","ug/l","a-special(ts)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1898","mercury","dissolved","ug/l","a-special","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1899","mercury","dissolved","ug/l","a-special(t)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1900","mercury","dissolved","ug/l","a-special(ts)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1901","mercury","dissolved","ug/l","aa","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1902","mercury","dissolved","ug/l","aa(t)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1903","mercury","dissolved","ug/l","aa(ts)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1904","mercury","dissolved","ug/l","aa","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1905","mercury","dissolved","ug/l","aa(t)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1906","mercury","dissolved","ug/l","aa(ts)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1907","mercury","dissolved","ug/l","aa-special","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1908","mercury","dissolved","ug/l","aa-special(t)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1909","mercury","dissolved","ug/l","aa-special(ts)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1910","mercury","dissolved","ug/l","aa-special","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1911","mercury","dissolved","ug/l","aa-special(t)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1912","mercury","dissolved","ug/l","aa-special(ts)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","flow","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,0.014
"1913","mercury","dissolved","ug/l","c","fresh","all","nys","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1914","mercury","dissolved","ug/l","c(t)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1915","mercury","dissolved","ug/l","c(ts)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1916","mercury","dissolved","ug/l","c","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1917","mercury","dissolved","ug/l","c(t)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1918","mercury","dissolved","ug/l","c(ts)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1919","mercury","dissolved","ug/l","b","fresh","all","nys","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1920","mercury","dissolved","ug/l","b(t)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1921","mercury","dissolved","ug/l","b(ts)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1922","mercury","dissolved","ug/l","b","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1923","mercury","dissolved","ug/l","b(t)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1924","mercury","dissolved","ug/l","b(ts)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1925","mercury","dissolved","ug/l","a","fresh","all","nys","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1926","mercury","dissolved","ug/l","a(t)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1927","mercury","dissolved","ug/l","a(ts)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1928","mercury","dissolved","ug/l","a","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1929","mercury","dissolved","ug/l","a(t)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1930","mercury","dissolved","ug/l","a(ts)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1931","mercury","dissolved","ug/l","a-special","fresh","all","nys","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1932","mercury","dissolved","ug/l","a-special(t)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1933","mercury","dissolved","ug/l","a-special(ts)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1934","mercury","dissolved","ug/l","a-special","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1935","mercury","dissolved","ug/l","a-special(t)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1936","mercury","dissolved","ug/l","a-special(ts)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1937","mercury","dissolved","ug/l","aa","fresh","all","nys","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1938","mercury","dissolved","ug/l","aa(t)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1939","mercury","dissolved","ug/l","aa(ts)","fresh","all","nys","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1940","mercury","dissolved","ug/l","aa","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
"1941","mercury","dissolved","ug/l","aa(t)","fresh","all","great_lakes","january-december","months","aquatic_chronic","fishing","pond","water_quality_standard","0.77 ug/L","none",NA,"none","none","none",1,"single","<=",0.77,"ug/l",FALSE,NA,NA,NA
